gid,cnn_intrsctn_pkey,latitude,longitude,intrsctn_trnsprtn_pkey,bike_trips_05_taz,bike_trips_05_taz_d,daily_ride_qrt,daily_ride_egt,ped_vol_ann,ped_vol_24h,walktrips_05_taz,walktrips_05_taz_d
"4975","25086000",37.79012444900,-122.41215431900,"4975","265","36404","96198","9128","916744","2512","3131","387174"
"4976","25088000",37.79162707520,-122.41246088200,"4976","61","36404","87400","23623","1278634","3503","648","387174"
"4977","25089000",37.79067278400,-122.41226618700,"4977","165","36404","100070","7944","4559125","12491","1663","387174"
"4978","25090000",37.79046311460,-122.41391587900,"4978","198","36404","102050","12334","1287298","3527","2170","387174"
"4979","25091000",37.79141647930,-122.41410730400,"4979","66","36404","90193","29948","1457389","3993","627","387174"
"4980","25092000",37.79299228230,-122.41273941900,"4980","200","36404","71744","33244","674221","1847","1980","387174"
"4981","25093000",37.79255233700,-122.41264965700,"4981","61","36404","78196","32222","581629","1594","648","387174"
"4982","25094000",37.79234261050,-122.41429326400,"4982","200","36404","75120","33876","607525","1664","1980","387174"
"4983","25095000",37.79343239470,-122.41282921500,"4983","200","36404","81762","32537","486154","1332","1980","387174"
"4984","25096000",37.79278406980,-122.41438190800,"4984","200","36404","75358","34414","480621","1317","1980","387174"
"4985","25097000",37.79463122510,-122.41053787300,"4985","174","36404","125570","24027","1795062","4918","2086","387174"
"4986","25098000",37.79452665270,-122.41136404300,"4986","179","36404","125529","25163","432452","1185","1888","387174"
"4987","25102000",37.79405950950,-122.41127157100,"4987","179","36404","115330","26036","164073","450","1888","387174"
"4988","25103000",37.79540852680,-122.41154153200,"4988","287","36404","114732","13685","2093799","5736","3000","387174"
"4989","25105000",37.79536345830,-122.41189365800,"4989","287","36404","106632","10154","337747","925","3000","387174"
"4990","25107000",37.79530685810,-122.41233587800,"4990","287","36404","92712","8197","322879","885","3000","387174"
"4991","25109000",37.79629076590,-122.41171893800,"4991","174","36404","94914","9503","1696378","4648","2086","387174"
"4992","25110000",37.79639473950,-122.41089231900,"4992","174","36404","114262","11969","1803401","4941","2086","387174"
"4993","25111000",37.79742018580,-122.41026352500,"4993","342","13019","149688","34050","5972419","16363","4278","112199"
"4994","25112000",37.79585068260,-122.41163044300,"4994","174","36404","115764","20768","584160","1600","2086","387174"
"4995","25115000",37.79713219240,-122.41188814100,"4995","342","13019","135716","19318","408013","1118","4278","112199"
"4996","25116000",37.79816523990,-122.41209588400,"4996","175","13019","109996","12618","358147","981","1646","112199"
"4997","25118000",37.79703851460,-122.41355854400,"4997","175","13019","44096","9304","110616","303","1646","112199"
"4998","25119000",37.79410980700,-122.41464763200,"4998","287","36404","74666","28158","275984","756","3000","387174"
"4999","25120000",37.79432059970,-122.41301108000,"4999","287","36404","89654","27786","313898","860","3000","387174"
"5000","25121000",37.79519781750,-122.41318777100,"5000","287","36404","73410","14488","420088","1151","3000","387174"
"5001","25124000",37.79619202870,-122.41250387600,"5001","287","36404","83015","7845","494023","1353","3000","387174"
"5002","25125000",37.79618740120,-122.41254065700,"5002","180","36404","79037","7273","446185","1222","1928","387174"
"5003","25126000",37.79615515150,-122.41279702600,"5003","287","36404","66569","8798","442353","1212","3000","387174"
"5004","25129000",37.79652216620,-122.41345453400,"5004","180","36404","57280","10147","388665","1065","1928","387174"
"5005","25130000",37.79608355220,-122.41336618300,"5005","180","36404","51778","9572","496043","1359","1928","387174"
"5006","25132000",37.79587731900,-122.41500545500,"5006","180","36404","51585","9656","453126","1241","1928","387174"
"5007","25133000",37.79713868810,-122.41299315300,"5007","175","13019","78335","9370","271034","743","1646","112199"
"5008","25134000",37.79765522670,-122.41368277400,"5008","175","13019","44650","6210","26191","72","1646","112199"
"5009","25137000",37.78242041840,-122.41698299500,"5009","234","36404","149072","31111","3595777","9851","2962","387174"
"5010","25138000",37.78351564100,-122.41588253900,"5010","332","36404","158008","36227","17546248","48072","3864","387174"
"5011","25139000",37.78465714080,-122.41443019800,"5011","265","36404","159578","35525","18234145","49957","2638","387174"
"5012","25140000",37.78461294960,-122.41477847300,"5012","265","36404","142212","28368",,,"2638","387174"
"5013","25142000",37.78544962750,-122.41567389000,"5013","265","36404","161715","48393","12472762","34172","2638","387174"
"5014","25143000",37.78553183300,-122.41502002300,"5014","265","36404","152915","54609","16883752","46257","2638","387174"
"5015","25144000",37.78444884160,-122.41607173500,"5015","332","36404","164423","40935","41501391","113702","3864","387174"
"5016","25145000",37.78537597460,-122.41625970600,"5016","148","36404","175006","55531","30780619","84330","1971","387174"
"5017","25147000",37.78237894360,-122.41733888000,"5017","298","36404","159884","36593","40943986","112175","3393","387174"
"5018","25148000",37.78331088990,-122.41752877300,"5018","234","36404","183756","40750","13939913","38192","2962","387174"
"5019","25149000",37.78423573970,-122.41770675000,"5019","265","36404","201343","43440","17496092","47934","2638","387174"
"5020","25150000",37.78377752310,-122.41761857100,"5020","234","36404","201432","44975","8866640","24292","2962","387174"
"5021","25151000",37.78470980390,-122.41780581900,"5021","104","36404","205081","56465","6024377","16505","1224","387174"
"5022","25152000",37.78516721460,-122.41790141100,"5022","265","36404","221574","59509","21671106","59373","2638","387174"
"5023","25153000",37.78558247430,-122.41461720800,"5023","318","36404","153411","61553","15740615","43125","3630","387174"
"5024","25154000",37.78651981970,-122.41480664800,"5024","148","36404","151701","71849","31637146","86677","1971","387174"
"5025","25156000",37.78724521000,-122.41663869700,"5025","307","36404","140540","59843","29232346","80089","3285","387174"
"5026","25157000",37.78745384420,-122.41499542300,"5026","307","36404","142408","67770","22480326","61590","3285","387174"
"5027","25158000",37.78580291030,-122.41574387300,"5027","148","36404","159995","47521","6214707","17027","1971","387174"
"5028","25161000",37.78572651670,-122.41633077700,"5028","148","36404","155317","60479","9662435","26472","1971","387174"
"5029","25163000",37.78817789070,-122.41682715400,"5029","307","36404","146224","36318","24202609","66309","3285","387174"
"5030","25164000",37.78838793080,-122.41518527000,"5030","307","36404","135990","41186","19632327","53787","3285","387174"
"5031","25165000",37.78931984880,-122.41537192200,"5031","198","36404","130667","22226","22505368","61659","2170","387174"
"5032","25166000",37.78631021800,-122.41644912300,"5032","160","36404","169480","68923","23609544","64684","2067","387174"
"5033","25167000",37.78703794680,-122.41827098000,"5033","307","36404","184512","60662","40516068","111003","3285","387174"
"5034","25168000",37.78720062630,-122.41698983200,"5034","160","36404","160255","58221","5241079","14359","2067","387174"
"5035","25170000",37.78610103970,-122.41808809800,"5035","132","36404","206306","60148","33814954","92644","1366","387174"
"5036","25171000",37.78564171010,-122.41799626900,"5036","152","36404","216574","62576","6611910","18115","1811","387174"
"5037","25172000",37.78656598340,-122.41817885300,"5037","160","36404","194565","64889","8631291","23647","2067","387174"
"5038","25173000",37.78748711720,-122.41836486800,"5038","307","36404","171760","50122","6171450","16908","3285","387174"
"5039","25174000",37.78911017560,-122.41701687800,"5039","363","36404","144751","20950","10918730","29914","3929","387174"
"5040","25175000",37.78216926990,-122.41899327300,"5040","288","36404","163927","51552","24867411","68130","4289","387174"
"5041","25176000",37.78310139990,-122.41918170400,"5041","288","36404","196377","55451","9951672","27265","4289","387174"
"5042","25177000",37.78356778590,-122.41927343300,"5042","288","36404","197793","64638","3349007","9175","4289","387174"
"5043","25178000",37.78402911630,-122.41936416800,"5043","288","36404","185096","66514","11199371","30683","4289","387174"
"5044","25179000",37.78496025930,-122.41954785400,"5044","104","36404","205922","88440","11430238","31316","1224","387174"
"5045","25180000",37.78450084390,-122.41945454300,"5045","104","36404","199582","81529","3538873","9696","1224","387174"
"5046","25181000",37.78543303600,-122.41963898900,"5046","152","36404","207238","88788","2303443","6311","1811","387174"
"5047","25182000",37.78589290070,-122.41973873400,"5047","132","36404","200440","84054","13516379","37031","1366","387174"
"5048","25183000",37.78241705450,-122.42081045700,"5048","520","36404","166051","38542","3473180","9516","4777","387174"
"5049","25184000",37.78196076560,-122.42063825000,"5049","298","36404","157546","45782","6614193","18121","3393","387174"
"5050","25185000",37.78175180430,-122.42228664600,"5050","520","36404","134632","28234","4969853","13616","4777","387174"
"5051","25186000",37.78289412220,-122.42081700300,"5051","259","36404","181418","53805","5463238","14968","3082","387174"
"5052","25187000",37.78221923760,-122.42236949400,"5052","520","36404","154035","34485","1619159","4436","4777","387174"
"5053","25188000",37.78315142790,-122.42255798100,"5053","259","36404","154217","54536","1247384","3417","3082","387174"
"5054","25189000",37.78337048820,-122.42083185100,"5054","288","36404","185584","66106","2107650","5774","4289","387174"
"5055","25190000",37.78382411810,-122.42100836000,"5055","288","36404","175085","69552","7490280","20521","4289","387174"
"5056","25191000",37.78268536860,-122.42246374400,"5056","259","36404","161404","42604","5860083","16055","3082","387174"
"5057","25192000",37.78475344620,-122.42119297400,"5057","104","36404","188534","81575","4856814","13306","1224","387174"
"5058","25193000",37.78430273010,-122.42101751400,"5058","104","36404","189689","81122","2610320","7152","1224","387174"
"5059","25194000",37.78408367610,-122.42274548000,"5059","259","36404","156681","70123","2045712","5605","3082","387174"
"5060","25195000",37.78523262870,-122.42121645800,"5060","152","36404","190988","83183","1433670","3928","1811","387174"
"5061","25196000",37.78454660980,-122.42283808600,"5061","259","36404","172410","72431","7507731","20569","3082","387174"
"5062","25197000",37.78568580270,-122.42139330800,"5062","152","36404","186044","89020","7720854","21153","1811","387174"
"5063","25198000",37.78501442380,-122.42293381900,"5063","391","36404","172013","76719","2150770","5893","3218","387174"
"5064","25199000",37.78635895110,-122.41983309100,"5064","132","36404","188506","92926","3523569","9654","1366","387174"
"5065","25200000",37.78682752670,-122.41992794800,"5065","132","36404","172229","86470","11899564","32602","1366","387174"
"5066","25201000",37.78728002640,-122.42001957300,"5066","307","36404","165423","68036","2997654","8213","3285","387174"
"5067","25202000",37.78796628610,-122.41846502700,"5067","363","36404","172152","37278","9797920","26844","3929","387174"
"5068","25203000",37.78843234330,-122.41855931500,"5068","363","36404","171437","30918","4446367","12182","3929","387174"
"5069","25204000",37.78890961210,-122.41865587200,"5069","363","36404","157258","23624","11173678","30613","3929","387174"
"5070","25205000",37.78937563220,-122.41875045100,"5070","419","36404","157703","21414","5277088","14458","4295","387174"
"5071","25206000",37.78982993510,-122.41884265300,"5071","336","36404","145108","17839","8195263","22453","3779","387174"
"5072","25208000",37.78775665240,-122.42011607500,"5072","363","36404","173047","47475","13011056","35647","3929","387174"
"5073","25209000",37.78822270030,-122.42021043600,"5073","363","36404","173097","42324","3054923","8370","3929","387174"
"5074","25210000",37.78869904610,-122.42030688200,"5074","419","36404","154408","34395","10569704","28958","4295","387174"
"5075","25211000",37.78916509370,-122.42040124600,"5075","419","36404","162665","33450","2947752","8076","4295","387174"
"5076","25213000",37.78548224390,-122.42302755200,"5076","391","36404","173917","89129","10373155","28420","3218","387174"
"5077","25215000",37.78661896100,-122.42157011600,"5077","307","36404","168636","87946","7262510","19897","3285","387174"
"5078","25216000",37.78640231990,-122.42321387200,"5078","391","36404","157418","79803","8239394","22574","3218","387174"
"5079","25219000",37.78754813970,-122.42175810400,"5079","391","36404","164048","55320","8105807","22208","3218","387174"
"5080","25220000",37.78733916360,-122.42340359300,"5080","353","13019","151850","38589","8244341","22587","3021","112199"
"5081","25221000",37.79057825890,-122.42068738400,"5081","336","36404","134744","53992","8301298","22743","3779","387174"
"5082","25222000",37.78962043800,-122.42049344200,"5082","336","36404","144435","28572","9217315","25253","3779","387174"
"5083","25223000",37.78848964310,-122.42194858500,"5083","353","13019","160994","33654","10216646","27991","3021","112199"
"5084","25225000",37.79036965980,-122.42232895500,"5084","353","13019","128341","55039","6358095","17419","3021","112199"
"5085","25226000",37.78941206190,-122.42213520800,"5085","353","13019","142381","36816","8294932","22726","3021","112199"
"5086","25227000",37.78920314010,-122.42378108100,"5086","353","13019","135342","19042","6486218","17770","3021","112199"
"5087","25230000",37.79025429940,-122.41555908700,"5087","336","36404","112688","15044","1695172","4644","3779","387174"
"5088","25231000",37.79120630870,-122.41575019800,"5088","336","36404","89888","28528","3757839","10295","3779","387174"
"5089","25234000",37.79004514140,-122.41720480000,"5089","419","36404","131910","13296","10228301","28023","4295","387174"
"5090","25235000",37.79154208580,-122.41581760400,"5090","336","36404","87132","33733","86393","237","3779","387174"
"5091","25236000",37.79115627330,-122.41610032100,"5091","336","36404","92787","26781","832591","2281","3779","387174"
"5092","25238000",37.79223757060,-122.41511637900,"5092","66","36404","78223","27020","541187","1483","627","387174"
"5093","25240000",37.79218524370,-122.41552640100,"5093","200","36404","72886","34976","235064","644","1980","387174"
"5094","25243000",37.79322314630,-122.41447007400,"5094","200","36404","77161","37168","495494","1358","1980","387174"
"5095","25244000",37.79402883410,-122.41521785400,"5095","179","36404","74040","19629","286167","784","1888","387174"
"5096","25247000",37.79208770920,-122.41629064900,"5096","312","36404","86098","42110","350114","959","3184","387174"
"5097","25248000",37.79213294300,-122.41593621800,"5097","336","36404","78277","39129","801660","2196","3779","387174"
"5098","25249000",37.79301360840,-122.41611301700,"5098","312","36404","83360","43398","714555","1958","3184","387174"
"5099","25250000",37.79397080960,-122.41567350400,"5099","200","36404","76104","21867","218523","599","1980","387174"
"5100","25252000",37.79097319160,-122.41739133500,"5100","336","36404","108472","31814","6587168","18047","3779","387174"
"2696","25255000",37.79192286180,-122.41758222300,"2696","312","36404","97179","45776","2230047","6110","3184","387174"
"2697","25258000",37.79280364330,-122.41775911800,"2697","312","36404","91746","42056","527676","1446","3184","387174"
"2698","25259000",37.79233793170,-122.41766565400,"2698","312","36404","91654","40538","164503","451","3184","387174"
"2699","25261000",37.79368378530,-122.41793575800,"2699","247","36404","95048","33541","1839640","5040","2705","387174"
"2700","25262000",37.79498815600,-122.41482563200,"2700","287","36404","71050","16924","472623","1295","3000","387174"
"2701","25263000",37.79389208400,-122.41629170200,"2701","314","36404","78309","32176","494939","1356","3248","387174"
"2702","25264000",37.79631651410,-122.41509427900,"2702","180","36404","58198","10092","412766","1131","1928","387174"
"2703","25265000",37.79680450380,-122.41519297200,"2703","175","13019","44372","9084","340404","933","1646","112199"
"2704","25267000",37.79728678880,-122.41529051400,"2704","175","13019","46204","5639","359854","986","1646","112199"
"2705","25268000",37.79774954190,-122.41538410600,"2705","175","13019","45896","6837","135072","370","1646","112199"
"2706","25269000",37.79778912840,-122.41507100100,"2706","175","13019","43927","5090","131084","359","1646","112199"
"2707","25270000",37.79782211130,-122.41481012000,"2707","175","13019","41188","3050","279305","765","1646","112199"
"2708","25271000",37.79868012740,-122.41557232000,"2708","163","13019","44963","17829","156466","429","1684","112199"
"2709","25272000",37.79477728570,-122.41647274600,"2709","180","36404","72797","16200","380304","1042","1928","387174"
"2710","25273000",37.79562571440,-122.41700510700,"2710","116","36404","48916","9017","493484","1352","1377","387174"
"2711","25274000",37.79567005090,-122.41665275500,"2711","314","36404","47883","9242","550663","1509","3248","387174"
"2712","25276000",37.79456736110,-122.41811228700,"2712","314","36404","83091","16360","1771265","4853","3248","387174"
"2713","25277000",37.79464319120,-122.41752007300,"2713","314","36404","77591","8467","331473","908","3248","387174"
"2714","25280000",37.79546358440,-122.41829349900,"2714","314","36404","59291","8606","2095300","5741","3248","387174"
"2715","25281000",37.79571624720,-122.41834458700,"2715","116","36404","57349","8085","276449","757","1377","387174"
"2716","25282000",37.79592540190,-122.41670424200,"2716","116","36404","52476","8762","520183","1425","1377","387174"
"2717","25283000",37.79610990740,-122.41674144600,"2717","116","36404","54046","8962","484818","1328","1377","387174"
"2718","25284000",37.79659570290,-122.41683939900,"2718","216","13019","43687","8416","325163","891","2157","112199"
"2719","25285000",37.79705082180,-122.41693116800,"2719","175","13019","45520","4534","309444","848","1646","112199"
"2720","25286000",37.79733382950,-122.41867166900,"2720","216","13019","52212","8938","1269666","3479","2157","112199"
"2721","25287000",37.79754141880,-122.41703009300,"2721","216","13019","47586","8072","262872","720","2157","112199"
"2722","25288000",37.79847215380,-122.41721777100,"2722","163","13019","40524","18838","261214","716","1684","112199"
"2723","25290000",37.79656027190,-122.41718743700,"2723","216","13019","46156","6887","157486","431","2157","112199"
"2724","25292000",37.79627546880,-122.41845766200,"2724","116","36404","85660","12319","24713","68","1377","387174"
"2725","25294000",37.79078805430,-122.41903621100,"2725","312","36404","130756","41630","7514083","20587","3184","387174"
"2726","25296000",37.79170401500,-122.41922173600,"2726","312","36404","115036","51135","2604213","7135","3184","387174"
"2727","25297000",37.79259308340,-122.41940178400,"2727","312","36404","117808","45314","2002813","5487","3184","387174"
"2728","25299000",37.79346692850,-122.41957912400,"2728","247","36404","118485","40482","1818623","4983","2705","387174"
"2729","25300000",37.79435377930,-122.41975272000,"2729","314","36404","107203","21455","1955420","5357","3248","387174"
"2730","25301000",37.79149585500,-122.42087318400,"2730","312","36404","121122","61122","8481727","23238","3184","387174"
"2731","25302000",37.79238325330,-122.42105287400,"2731","312","36404","117721","63786","5629796","15424","3184","387174"
"2732","25303000",37.79325786760,-122.42122998100,"2732","247","36404","117398","56542","7690343","21069","2705","387174"
"2733","25304000",37.79414397990,-122.42140435600,"2733","314","36404","108853","32722","8483354","23242","3248","387174"
"2734","25305000",37.79523766090,-122.41993563600,"2734","314","36404","86020","14617","1848778","5065","3248","387174"
"2735","25306000",37.79536008580,-122.41911590900,"2735","314","36404","77866","7337","384794","1054","3248","387174"
"4537","25308000",37.79609456970,-122.42010952400,"4537","116","36404","123414","22072","4042957","11077","1377","387174"
"4538","25311000",37.79826457920,-122.41885987500,"4538","216","13019","48137","16999","270362","741","2157","112199"
"4539","25312000",37.79710887640,-122.42031688300,"4539","216","13019","69261","12853","407216","1116","2157","112199"
"4540","25313000",37.79722945340,-122.41949698800,"4540","216","13019","56898","7536","426664","1169","2157","112199"
"4541","25314000",37.79803346200,-122.42050128300,"4541","216","13019","60500","20824","353820","969","2157","112199"
"4542","25315000",37.79594540260,-122.42176816700,"4542","116","36404","76783","25106","6980413","19124","1377","387174"
"4543","25316000",37.79502734570,-122.42158275500,"4543","314","36404","89422","30637","7186075","19688","3248","387174"
"4544","25317000",37.79689974780,-122.42196091100,"4544","216","13019","70926","19828","2176574","5963","2157","112199"
"4545","25318000",37.79737064650,-122.42205601700,"4545","216","13019","67931","27082","2657054","7280","2157","112199"
"4546","25319000",37.79792027280,-122.40623139000,"4546","308","13019","102003","24304","1167955","3200","3658","112199"
"4547","25320000",37.79858871800,-122.40637260300,"4547","308","13019","108664","24732","667921","1830","3658","112199"
"4548","25321000",37.79786461310,-122.40666793100,"4548","281","13019","104801","38492","10562639","28939","3450","112199"
"4549","25322000",37.79882284030,-122.40683003200,"4549","227","13019","102010","34685","1425430","3905","2858","112199"
"4550","25323000",37.79887233950,-122.40642965100,"4550","146","13019","99252","24436","660828","1810","1834","112199"
"4551","25325000",37.79877630950,-122.40720639400,"4551","227","13019","111616","36815","1882830","5158","2858","112199"
"4552","25326000",37.79970367580,-122.40739524300,"4552","146","13019","94508","25396","2200594","6029","1834","112199"
"4553","25327000",37.79980263400,-122.40661174800,"4553","146","13019","82748","14954","1266467","3470","1834","112199"
"4554","25328000",37.79985228030,-122.40621866800,"4554","146","13019","80180","4077","1082026","2964","1834","112199"
"4555","25330000",37.79815205630,-122.40708292600,"4555","342","13019","111738","47949","2234488","6122","4278","112199"
"4556","25331000",37.79848980350,-122.40714883700,"4556","227","13019","111814","42737","1342740","3679","2858","112199"
"4557","25332000",37.79869686140,-122.40786949600,"4557","227","13019","111676","50668","10627538","29117","2858","112199"
"4558","25333000",37.79868674860,-122.40794511500,"4558","342","13019","112769","44049","14483148","39680","4278","112199"
"4559","25335000",37.79857132380,-122.40880812900,"4559","342","13019","115848","46573","12978867","35559","4278","112199"
"4560","25336000",37.79966368710,-122.40769802200,"4560","227","13019","91832","26476","2592687","7103","2858","112199"
"4561","25337000",37.80079513160,-122.40633885800,"4561","146","13019","62522","1057","247806","679","1834","112199"
"4562","25338000",37.80083450920,-122.40602391500,"4562","88","13019","66849","1066","178218","488","1036","112199"
"4563","25339000",37.80176630150,-122.40628688600,"4563","146","13019","55282","1337","138422","379","1206","112199"
"4564","25342000",37.80073683560,-122.40680105200,"4564","146","13019","70238","5244","672906","1844","1834","112199"
"4565","25343000",37.80063802130,-122.40758444400,"4565","227","13019","79264","16468","1634496","4478","2858","112199"
"4566","25344000",37.80060028960,-122.40789837300,"4566","227","13019","81893","25604","1913809","5243","2858","112199"
"4567","25349000",37.80157082610,-122.40776959000,"4567","227","13019","58143","1728","988295","2708","2858","112199"
"4568","25350000",37.79847123380,-122.40963863800,"4568","342","13019","114395","41605","2515536","6892","4278","112199"
"4569","25351000",37.79903585610,-122.40891234000,"4569","342","13019","103480","45365","4378912","11997","4278","112199"
"4570","25352000",37.79948982000,-122.40901437700,"4570","138","13019","106016","48890","12477911","34186","1523","112199"
"4571","25353000",37.79960144020,-122.40816930900,"4571","227","13019","99446","39412","2114823","5794","2858","112199"
"4572","25354000",37.79844229510,-122.40987875300,"4572","342","13019","117197","35395","3607440","9883","4278","112199"
"4573","25357000",37.80054495130,-122.40835878300,"4573","227","13019","88925","42029","2184337","5984","2858","112199"
"4574","25359000",37.80048758500,-122.40883605000,"4574","227","13019","86640","41921","2159139","5915","2858","112199"
"4575","25364000",37.80031549920,-122.41020654400,"4575","227","13019","95734","51855","9985736","27358","2858","112199"
"4576","25365000",37.80044506060,-122.40918981800,"4576","227","13019","92859","45277","2859425","7834","2858","112199"
"4577","25366000",37.80137065560,-122.40936911700,"4577","227","13019","74480","34302","2346491","6429","2858","112199"
"4578","25368000",37.80257200320,-122.40741958600,"4578","146","13019","44322","1367","274240","751","1206","112199"
"4579","25371000",37.80349838850,-122.40762991100,"4579","146","13019","22592","1157","231065","633","1206","112199"
"4580","25373000",37.80363200490,-122.40658211200,"4580","146","13019","15111","1137","5577","15","1206","112199"
"4581","25375000",37.80288910190,-122.40748277000,"4581","146","13019","36817","1379","207294","568","1206","112199"
"4582","25376000",37.80220315970,-122.40789570300,"4582","199","13019","53766","1920","185770","509","1871","112199"
"4583","25378000",37.80286282300,-122.40802922300,"4583","199","13019","47770","1343","550580","1508","1871","112199"
"4584","25379000",37.80250477180,-122.40795585700,"4584","199","13019","54462","1517","272645","747","1871","112199"
"4585","25380000",37.80308480450,-122.40807470700,"4585","199","13019","38892","1270","191581","525","1871","112199"
"4586","25382000",37.80343257680,-122.40814596800,"4586","199","13019","39038","2121","296046","811","1871","112199"
"4587","25383000",37.80347559980,-122.40780860600,"4587","146","13019","25343","1087","93995","258","1206","112199"
"4588","25384000",37.80642781410,-122.40714628100,"4588","186","13019","9568","4035","2283443","6256","1561","112199"
"4589","25385000",37.80549446880,-122.40695663300,"4589","76","13019","8647","3317","54024","148","377","112199"
"4590","25386000",37.80445525230,-122.40675021700,"4590","146","13019","8118","835","646","2","1206","112199"
"4591","25389000",37.80483514700,-122.40842709700,"4591","186","13019","16146","1200","6969","19","1561","112199"
"4592","25391000",37.80221802050,-122.40789866600,"4592","199","13019","53766","1920","119419","327","1871","112199"
"4593","25392000",37.80246634410,-122.40826084000,"4593","199","13019","59652","3367","234838","643","1871","112199"
"4594","25395000",37.80230247730,-122.40956130900,"4594","199","13019","70170","15132","275838","756","1871","112199"
"4595","25396000",37.80217473420,-122.41060054200,"4595","199","13019","76712","23483","827150","2266","1871","112199"
"4596","25397000",37.80372370760,-122.40984695300,"4596","199","13019","47222","5927","123780","339","1871","112199"
"4597","25398000",37.80323671470,-122.40974929400,"4597","199","13019","52955","5161","258724","709","1871","112199"
"4598","25399000",37.80416759590,-122.40993619100,"4598","186","13019","38042","6366","332072","910","1561","112199"
"4599","25400000",37.80436707670,-122.40833228200,"4599","146","13019","19156","966","153936","422","1206","112199"
"4600","25401000",37.80424337210,-122.40932450300,"4600","199","13019","26550","2986","166812","457","1871","112199"
"4601","25402000",37.80470836280,-122.40944438500,"4601","186","13019","19976","2746","167695","459","1561","112199"
"4602","25403000",37.80529997710,-122.40852125600,"4602","186","13019","16209","1017","99566","273","1561","112199"
"4603","25405000",37.80509816790,-122.41012359000,"4603","186","13019","21279","5510","290922","797","1561","112199"
"4604","25406000",37.80463324210,-122.41002985100,"4604","186","13019","27975","4694","241347","661","1561","112199"
"4605","25407000",37.80613183430,-122.40948740000,"4605","186","13019","16692","5618","309143","847","1561","112199"
"4606","25408000",37.80520470630,-122.40929919100,"4606","186","13019","16916","1720","261494","716","1561","112199"
"4607","25409000",37.80517358330,-122.40954002700,"4607","186","13019","17447","2674","184003","504","1561","112199"
"4608","25410000",37.80602771750,-122.41031084100,"4608","110","13019","21060","8084","4901918","13430","872","112199"
"4609","25411000",37.79837270400,-122.41045615800,"4609","342","13019","121192","37375","870045","2384","4278","112199"
"4610","25412000",37.79930285360,-122.41064427300,"4610","342","13019","108490","48849","1406786","3854","4278","112199"
"4611","25413000",37.79920241110,-122.41143925700,"4611","138","13019","99974","36956","1061618","2909","1523","112199"
"4612","25417000",37.79909579950,-122.41228302200,"4612","342","13019","100434","21392","276578","758","4278","112199"
"5217","25418000",37.79971800190,-122.41240815100,"5217","138","13019","86171","35147","84897","233","1523","112199"
"5218","25419000",37.79976476920,-122.41241755500,"5218","163","13019","80374","36254","203790","558","1684","112199"
"5219","25421000",37.79913896420,-122.41194140700,"5219","342","13019","96423","22835","247603","678","4278","112199"
"5220","25423000",37.80023915960,-122.41083363900,"5220","138","13019","90878","45323","2040654","5591","1523","112199"
"5221","25424000",37.80083298170,-122.41095373900,"5221","227","13019","79549","43142","2702085","7403","2858","112199"
"5222","25425000",37.80116975210,-122.41101851700,"5222","74","13019","75237","40013","2056413","5634","701","112199"
"5223","25427000",37.80003239930,-122.41247137800,"5223","138","13019","81162","39395","1181534","3237","1523","112199"
"5224","25432000",37.79795695250,-122.41374355300,"5224","175","13019","60832","10664","35869","98","1646","112199"
"5225","25433000",37.79888755240,-122.41393101600,"5225","175","13019","79518","18213","30867","85","1646","112199"
"5226","25434000",37.79936653460,-122.41402750600,"5226","163","13019","69355","20146","33644","92","1684","112199"
"5227","25435000",37.79915073290,-122.41566750300,"5227","163","13019","49556","20733","31019","85","1684","112199"
"5228","25436000",37.79968775900,-122.41520387800,"5228","163","13019","57048","17992","78656","215","1684","112199"
"5229","25437000",37.79982427540,-122.41411971700,"5229","119","13019","72210","23374","163013","447","1115","112199"
"5230","25438000",37.80028985610,-122.41421350900,"5230","163","13019","66631","19495","69357","190","1684","112199"
"5231","25439000",37.80032344340,-122.41252991100,"5231","119","13019","80768","36216","365482","1001","1115","112199"
"5232","25440000",37.80096505620,-122.41265966100,"5232","119","13019","82278","37260","4534314","12423","1115","112199"
"5233","25442000",37.80193063640,-122.41254127800,"5233","74","13019","77990","30097","4227943","11583","701","112199"
"5234","25443000",37.80100901270,-122.41230726100,"5234","138","13019","83151","43154","1249530","3423","1523","112199"
"5235","25444000",37.80189335830,-122.41284888700,"5235","119","13019","69337","20233","1349783","3698","1115","112199"
"5236","25445000",37.80143000160,-122.41275443500,"5236","119","13019","74814","29265","1114401","3053","1115","112199"
"5237","25447000",37.80179093760,-122.41367090500,"5237","172","13019","72339","16289","1255683","3440","1913","112199"
"5238","25449000",37.80316273110,-122.41034728900,"5238","199","13019","53838","7962","144889","397","1871","112199"
"5239","25451000",37.80210072530,-122.41120259300,"5239","199","13019","77955","26432","1069711","2931","1871","112199"
"5240","25452000",37.80205023090,-122.41160002200,"5240","74","13019","77654","28875","1942067","5321","701","112199"
"5241","25453000",37.80303390060,-122.41138852800,"5241","74","13019","67049","16256","278581","763","701","112199"
"5242","25455000",37.80396348260,-122.41158123500,"5242","199","13019","47869","11677","328060","899","1871","112199"
"5243","25456000",37.80505264180,-122.41050428200,"5243","186","13019","27210","6407","303456","831","1561","112199"
"5244","25458000",37.80489601040,-122.41176648100,"5244","169","13019","37301","8330","469513","1286","1439","112199"
