unique_id,gc_switrs_col_pkey,cnn_intrsctn_fkey,cnn_sgmt_fkey,tb_latitude,tb_longitude,geocode_source,geocode_location,case_id_pkey,accident_year,proc_date,juris,collision_date,collision_time,time_cat,officer_id,reporting_district,day_of_week,chp_shift,population,cnty_city_loc,special_cond,beat_type,chp_beat_type,city_division_lapd,chp_beat_class,beat_number,primary_rd,secondary_rd,distance,direction,intersection,weather_1,weather_2,state_hwy_ind,caltrans_county,caltrans_district,state_route,route_suffix,postmile_prefix,postmile,location_type,ramp_intersection,side_of_hwy,tow_away,collision_severity,number_killed,number_injured,party_count,primary_coll_factor,pcf_code_of_viol,pcf_viol_category,pcf_violation,pcf_viol_subsection,hit_and_run,type_of_collision,mviw,ped_action,road_surface,road_cond_1,road_cond_2,lighting,control_device,chp_road_type,pedestrian_accident,bicycle_accident,motorcycle_accident,truck_accident,not_private_property,alcohol_involved,stwd_vehtype_at_fault,chp_vehtype_at_fault,count_severe_inj,count_visible_inj,count_complaint_pain,count_ped_killed,count_ped_injured,count_bicyclist_killed,count_bicyclist_injured,count_mc_killed,count_mc_injured,primary_ramp,secondary_ramp,latitude_switrs,longitude_switrs,mv_involved,mv_only_one,col_comb,dph_col_type,dph_col_grp,street_view
"2203","2204",24140000,"796000",37.7634529385252,-122.419150236901,SFPD-CROSSROADS,CITY STREET,"4717649","2010","20110422","3801","20100527","2223",E,"316",,Thursday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",3D11E,17TH ST,MISSION ST,105,East,Not Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Complaint of Pain),"0","1","2",(Vehicle) Code Violation,Not Stated,Automobile Right of Way,"21801",A,Felony,Not Stated,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Dark - Street Lights,None,"0",No,Yes,No,No,Yes,No,Passenger Car/Station Wagon,,"0","0","1","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7634529385252,-122.419150236901"
"2204","2205",27464000,"7541000",37.7700371125468,-122.481521441562,SFPD-CROSSROADS,CITY STREET,"4717712","2010","20110426","3801","20100531","1730",C,"1435",,Monday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",3G14D,JOHN F KENNEDY DR,TRANSVERSE DR,500,West,Not Intersection,Cloudy,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Other Visible),"0","1","2",(Vehicle) Code Violation,Not Stated,Improper Turning,"22107",,Not Hit and Run,Sideswipe,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,None,"0",No,Yes,No,No,Yes,No,Not Stated,,"0","1","0","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7700371125468,-122.481521441562"
"2205","2206",26029000,"10179000",37.7720890490205,-122.438129586414,SFPD-CROSSROADS,CITY STREET,"4717724","2010","20110428","3801","20100530","2030",D,"4232",,Sunday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",3A40,PAGE ST,BRODERICK ST,225,East,Not Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Severe),"0","1","1",(Vehicle) Code Violation,Not Stated,Unsafe Speed,"22350",,Not Hit and Run,Other,Fixed Object,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Dusk - Dawn,None,"0",No,Yes,No,No,Yes,No,Not Stated,,"1","0","0","0","0","0","1","0","0","-","-",,,,,"4",I,FF,"http://maps.google.com/maps?q=&layer=c&cbll=37.7720890490205,-122.438129586414"
"2206","2207",23733000,,37.7599089499809,-122.398215564092,SFPD-CROSSROADS,CITY STREET,"4735951","2010","20110603","3801","20100623","1230",B,"790",,Wednesday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",,ARKANSAS ST,20TH ST,0,"Not Stated, in Intersection",Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Complaint of Pain),"0","1","2",(Vehicle) Code Violation,Not Stated,Not Stated,"0",,Not Hit and Run,Sideswipe,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,"0",No,Yes,No,No,Yes,No,Bicycle,,"0","0","1","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7599089499809,-122.398215564092"
"2207","2208",26347000,,37.7729954059776,-122.445902365946,SFPD-CROSSROADS,CITY STREET,"4739427","2010","20110509","3801","20100514","1245",B,"438",,Friday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",4B3F,FELL ST,MASONIC AV,0,"Not Stated, in Intersection",Intersection,Cloudy,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,Yes,Injury (Complaint of Pain),"0","1","2",(Vehicle) Code Violation,Not Stated,Automobile Right of Way,"21804",A,Not Hit and Run,Head-On,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,"0",No,Yes,No,No,Yes,No,Bicycle,,"0","0","1","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7729954059776,-122.445902365946"
"2208","2209",24158000,,37.7601012935414,-122.421425213018,SFPD-CROSSROADS,CITY STREET,"4739539","2010","20110526","3801","20100613","1906",D,"2351",MISSI,Sunday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",3D11D,VALENCIA ST,19TH ST,0,"Not Stated, in Intersection",Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Other Visible),"0","1","2",(Vehicle) Code Violation,Not Stated,Improper Turning,"22107",,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,"0",No,Yes,No,No,Yes,No,Passenger Car/Station Wagon,,"0","1","0","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7601012935414,-122.421425213018"
"2209","2210",23978000,,37.7526285901976,-122.4118998218,SFPD-CROSSROADS,CITY STREET,"4739566","2010","20110525","3801","20100614","1659",C,"1288",MISSI,Monday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",3D13D,HARRISON ST,24TH ST,0,"Not Stated, in Intersection",Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Complaint of Pain),"0","1","2",(Vehicle) Code Violation,Not Stated,Automobile Right of Way,"21801",A,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,"0",No,Yes,No,No,Yes,No,Passenger Car/Station Wagon,,"0","0","1","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7526285901976,-122.4118998218"
"2210","2211",24898000,"8749101",37.782588273627,-122.409765444674,SFPD-CROSSROADS,CITY STREET,"4739573","2010","20110526","3801","20100614","1455",C,"1973",SOUTH,Monday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",,MARKET ST,6TH ST,200,East,Not Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Complaint of Pain),"0","1","2",(Vehicle) Code Violation,Not Stated,Unsafe Lane Change,"21658",A,Felony,Sideswipe,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,"0",No,Yes,No,No,Yes,No,Passenger Car/Station Wagon,,"0","0","1","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.782588273627,-122.409765444674"
"2211","2212",27541000,"6079101",37.7801268939014,-122.482417883842,SFPD-CROSSROADS,CITY STREET,"4739587","2010","20110526","3801","20100608","1845",D,"1584",RICHM,Tuesday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",4B6E,GEARY BL,23RD AV,49,East,Not Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Complaint of Pain),"0","1","2",(Vehicle) Code Violation,Not Stated,Unsafe Speed,"22350",,Not Hit and Run,Rear End,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,None,"0",No,Yes,No,No,Yes,Yes,Bicycle,,"0","0","1","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7801268939014,-122.482417883842"
"2212","2213",30756000,,37.7718856441297,-122.423396760844,SFPD-CROSSROADS,CITY STREET,"4739591","2010","20110526","3801","20100608","1230",B,"1430",COB,Tuesday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",4B21,MARKET ST,OCTAVIA BL,0,"Not Stated, in Intersection",Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Other Visible),"0","1","2",(Vehicle) Code Violation,Not Stated,Improper Turning,"21717",,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,"0",No,Yes,No,No,Yes,No,Passenger Car/Station Wagon,,"0","1","0","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7718856441297,-122.423396760844"
"2213","2214",24053000,"12682000",37.7653966705252,-122.413128570951,SFPD-CROSSROADS,CITY STREET,"4739595","2010","20110526","3801","20100609","1837",D,"1202",MISSI,Wednesday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",3D16D,TREAT AV,16TH ST,20,South,Not Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Complaint of Pain),"0","1","2",(Vehicle) Code Violation,Not Stated,Unsafe Lane Change,"21658",A,Not Hit and Run,Sideswipe,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,"0",No,Yes,No,No,Yes,No,Bicycle,,"0","0","1","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7653966705252,-122.413128570951"
"2214","2215",24386000,,37.7704074179557,-122.417609443677,SFPD-CROSSROADS,CITY STREET,"4739612","2010","20110616","3801","20100609","204",F,"2337",SOUTH,Wednesday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",,HOWARD ST,SOUTH VAN NESS ST,0,"Not Stated, in Intersection",Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Severe),"0","1","2",Not Stated,Not Stated,Not Stated,"0",,Felony,Other,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Dark - Street Lights,Functioning,"0",No,Yes,No,No,Yes,No,Not Stated,,"1","0","0","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7704074179557,-122.417609443677"
"2215","2216",23867000,,37.7698850435905,-122.402073125754,SFPD-CROSSROADS,CITY STREET,"4739616","2010","20110602","3801","20100603","1235",B,"338",B,Thursday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",4X101,DIVISION ST,DE HARO ST,0,"Not Stated, in Intersection",Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Other Visible),"0","1","1",(Vehicle) Code Violation,Not Stated,Unsafe Speed,"22350",,Not Hit and Run,Other,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,"0",No,Yes,No,No,Yes,No,Bicycle,,"0","1","0","0","0","0","1","0","0","-","-",,,,,"4",I,FF,"http://maps.google.com/maps?q=&layer=c&cbll=37.7698850435905,-122.402073125754"
"2216","2217",26028000,,37.7724179297667,-122.435563320269,SFPD-CROSSROADS,CITY STREET,"4739620","2010","20110602","3801","20100611","1825",D,"2314",PARK,Friday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",3F14D,PAGE ST,SCOTT ST,0,"Not Stated, in Intersection",Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Other Visible),"0","1","2",(Vehicle) Code Violation,Not Stated,Traffic Signals and Signs,"22450",A,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,"0",No,Yes,No,No,Yes,No,Bicycle,,"0","1","0","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7724179297667,-122.435563320269"
"2217","2218",25882000,"4008000",37.7683331145887,-122.429023079101,SFPD-CROSSROADS,CITY STREET,"4739624","2010","20110602","3801","20100610","630",A,"779",NORTH,Thursday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0","3.00E+62",CHURCH ST,14TH ST,220,North,Not Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Other Visible),"0","1","1",(Vehicle) Code Violation,Not Stated,Improper Turning,"22107",,Not Hit and Run,Other,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,None,"0",No,Yes,No,No,Yes,No,Bicycle,,"0","1","0","0","0","0","1","0","0","-","-",,,,,"4",I,FF,"http://maps.google.com/maps?q=&layer=c&cbll=37.7683331145887,-122.429023079101"
"2218","2219",30756000,,37.7718856441297,-122.423396760844,SFPD-CROSSROADS,CITY STREET,"4739636","2010","20110602","3801","20100613","223",F,"1275",SOUTH,Sunday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",3B14E,MARKET ST,OCTAVIA ST,0,"Not Stated, in Intersection",Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,Yes,Injury (Complaint of Pain),"0","1","2",(Vehicle) Code Violation,Not Stated,Improper Turning,"22101",D,Felony,Broadside,Bicycle,No Pedestrian Involved,Dry,Not Stated,Not Stated,Dark - Street Lights,None,"0",No,Yes,No,No,Yes,No,Passenger Car/Station Wagon,,"0","0","1","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7718856441297,-122.423396760844"
"2219","2220",25963000,,37.7815356117966,-122.423917825929,SFPD-CROSSROADS,CITY STREET,"4739648","2010","20110609","3801","20100611","1634",C,"2175",E,Friday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",4B7E,GOUGH ST,TURK BL,0,"Not Stated, in Intersection",Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Severe),"0","1","2",(Vehicle) Code Violation,Not Stated,Automobile Right of Way,"21806",A,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Not Stated,Functioning,"0",No,Yes,No,No,Yes,No,Bicycle,,"1","0","0","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7815356117966,-122.423917825929"
"2220","2221",30768000,,37.7867305665594,-122.404583316899,SFPD-CROSSROADS,CITY STREET,"4740172","2010","20110125","3801","20100331","1835",D,"1881",,Wednesday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",3B62,MARKET ST,OFARRELL ST,0,"Not Stated, in Intersection",Intersection,Raining,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Other Visible),"0","1","2",(Vehicle) Code Violation,Not Stated,Other Hazardous Violation,"21451",A,Not Hit and Run,Head-On,Bicycle,No Pedestrian Involved,Wet,Other,Not Stated,Daylight,Functioning,"0",No,Yes,No,No,Yes,No,Bicycle,,"0","1","0","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7867305665594,-122.404583316899"
"2221","2222",22102000,,37.7229665717039,-122.444746624942,SFPD-CROSSROADS,CITY STREET,"4740949","2010","20110411","3801","20100406","1910",D,,TARAV,Tuesday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0","3160",OCEAN AV,SAN JOSE AV,0,"Not Stated, in Intersection",Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Complaint of Pain),"0","1","2",Unknown,Not Stated,Unknown,"0",,Not Hit and Run,Other,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Dusk - Dawn,None,"0",No,Yes,No,No,Yes,No,Not Stated,,"0","0","1","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7229665717039,-122.444746624942"
"2222","2223",30746000,"8754101",37.7756356878407,-122.418560670534,SFPD-CROSSROADS,CITY STREET,"4754110","2011","20120710","3801","20110505","1142",B,"1247",,Thursday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",3B12C,MARKET ST,11TH ST,40,East,Not Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Other Visible),"0","1","1",(Vehicle) Code Violation,Not Stated,Other Hazardous Violation,"21208",B,Not Hit and Run,Hit Object,Non-Collision,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,None,"0",No,Yes,No,No,Yes,No,Bicycle,Bicycle,"0","1","0","0","0","0","1","0","0","-","-",,,,,"4",I,FF,"http://maps.google.com/maps?q=&layer=c&cbll=37.7756356878407,-122.418560670534"
"2223","2224",25958000,,37.7783285637028,-122.426641499006,SFPD-CROSSROADS,CITY STREET,"4754541","2011","20120607","3801","20110428","1151",B,"241",COE,Thursday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",4B1E,FULTON ST,LAGUNA ST,0,"Not Stated, in Intersection",Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Complaint of Pain),"0","1","2",(Vehicle) Code Violation,Not Stated,Improper Turning,"22100",A,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,"0",No,Yes,No,No,Yes,No,Passenger Car/Station Wagon,Sport Utility Vehicle,"0","0","1","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7783285637028,-122.426641499006"
"2224","2225",25596000,"7457000",37.8080593622058,-122.417068992918,SFPD-CROSSROADS,CITY STREET,"4756132","2011","20120717","3801","20110502","1145",B,"1201",CENTR,Monday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",3A62,JEFFERSON ST,JONES ST,110,East,Not Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Complaint of Pain),"0","1","2",(Vehicle) Code Violation,Not Stated,Unsafe Speed,"22350",,Felony,Other,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,"0",No,Yes,No,No,Yes,No,Bicycle,Bicycle,"0","0","1","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.8080593622058,-122.417068992918"
"2225","2226",21338000,,37.7453890201733,-122.420019127715,SFPD-CROSSROADS,CITY STREET,"4756136","2011","20120717","3801","20110501","2131",D,"1480",MISSI,Sunday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",3D14E,VALENCIA ST,MISSION ST,0,"Not Stated, in Intersection",Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Complaint of Pain),"0","1","2",(Vehicle) Code Violation,Not Stated,Traffic Signals and Signs,"21453",A,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Dark - Street Lights,Functioning,"0",No,Yes,No,No,Yes,No,Bicycle,Bicycle,"0","0","1","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7453890201733,-122.420019127715"
"2226","2227",30738000,"8744102",37.7878944785261,-122.403032676281,SFPD-CROSSROADS,CITY STREET,"4766620","2010","20110722","3801","20100701","1905",D,"1057",3B,Thursday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",3B60,MARKET ST,3RD ST,146,East,Not Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Other Visible),"0","1","2",Other Than Driver,Not Stated,Other Than Driver (or Pedestrian),"0",,Not Hit and Run,Hit Object,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,"0",No,Yes,No,No,Yes,No,Not Stated,,"0","1","0","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7878944785261,-122.403032676281"
"2228","2229",34106000,"14118001",37.8272675057796,-122.373694240682,SFPD-CROSSROADS,CITY STREET,"4766895","2010","20110616","3801","20100627","1823",D,"4182",SOUTH,Sunday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",3B16D,AVENUE E,13TH ST,120,South,Not Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Other Visible),"0","1","2",(Vehicle) Code Violation,Not Stated,Wrong Side of Road,"21650",,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,None,"0",No,Yes,No,No,Yes,No,Bicycle,,"0","1","0","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.8272675057796,-122.373694240682"
"2229","2230",24550000,,37.7937688140659,-122.392499329715,SFPD-CROSSROADS,CITY STREET,"4766899","2010","20110616","3801","20100627","1720",C,"2294",,Sunday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",3B60,EMBARCADERO SOUTH ST,MISSION ST,0,"Not Stated, in Intersection",Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,Yes,Injury (Complaint of Pain),"0","1","2",(Vehicle) Code Violation,Not Stated,Automobile Right of Way,"21803",B,Felony,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,"0",No,Yes,No,No,Yes,Yes,Passenger Car/Station Wagon,,"0","0","1","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7937688140659,-122.392499329715"
"2230","2231",24403000,,37.7698676980341,-122.422364819364,SFPD-CROSSROADS,CITY STREET,"4766911","2010","20110616","3801","20100628","2355",E,,SOUTH,Monday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",3B14E,DUBOCE AV,VALENCIA ST,0,"Not Stated, in Intersection",Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Complaint of Pain),"0","1","2",(Vehicle) Code Violation,Not Stated,Improper Turning,"22107",,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Dark - Street Lights,Functioning,"0",No,Yes,No,No,Yes,No,Passenger Car/Station Wagon,,"0","0","1","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7698676980341,-122.422364819364"
"2231","2232",25199000,"10561000",37.7859388478882,-122.419748036065,SFPD-CROSSROADS,CITY STREET,"4766926","2010","20110617","3801","20100625","1400",B,"779",,Friday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",,POLK ST,GEARY ST,17,North,Not Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Complaint of Pain),"0","1","2",(Vehicle) Code Violation,Not Stated,Improper Turning,"22100",A,Not Hit and Run,Sideswipe,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,"0",No,Yes,No,No,Yes,No,Passenger Car/Station Wagon,,"0","0","1","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7859388478882,-122.419748036065"
"2232","2233",24570000,"12554101",37.7969021703968,-122.395761375127,SFPD-CROSSROADS,CITY STREET,"4766930","2010","20110617","3801","20100627","2016",D,"1717",,Sunday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",9A5,EMBARCADERO,WASHINGTON,125,North,Not Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Complaint of Pain),"0","1","2",(Vehicle) Code Violation,Not Stated,Unsafe Lane Change,"21658",A,Not Hit and Run,Sideswipe,Motor Vehicle on Other Roadway,No Pedestrian Involved,Dry,Obstruction on Roadway,Not Stated,Daylight,None,"0",No,Yes,No,No,Yes,No,Bicycle,,"0","0","1","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7969021703968,-122.395761375127"
"2233","2234",23141000,"7706101",37.7312126693972,-122.471635971346,SFPD-CROSSROADS,CITY STREET,"4766934","2010","20110617","3801","20100607","1805",D,"676",,Monday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",,JUNIPERO SERRA BL,OCEAN AV,68,North,Not Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Complaint of Pain),"0","1","2",(Vehicle) Code Violation,Not Stated,Improper Turning,"22107",,Not Hit and Run,Sideswipe,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,"0",No,Yes,No,No,Yes,No,Passenger Car/Station Wagon,,"0","0","1","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7312126693972,-122.471635971346"
"2234","2235",26027000,"11686000",37.7742204324283,-122.435928919514,SFPD-CROSSROADS,CITY STREET,"4766938","2010","20110617","3801","20100625","20",E,"2038",,Friday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",,SCOTT ST,FELL ST,21,South,Not Intersection,Cloudy,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Other Visible),"0","1","2",(Vehicle) Code Violation,Not Stated,Wrong Side of Road,"21651",A,Not Hit and Run,Head-On,Bicycle,No Pedestrian Involved,Wet,No Unusual Condition,Not Stated,Dark - Street Lights,Functioning,"0",No,Yes,No,No,Yes,No,Passenger Car/Station Wagon,,"0","1","0","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7742204324283,-122.435928919514"
